#1
double Internals(8761, 4)
0	140.0	140.0	30.000000000000004
3600	140.0	140.0	30.000000000000004
7200	140.0	140.0	30.000000000000004
10800	140.0	140.0	30.000000000000004
14400	140.0	140.0	30.000000000000004
18000	140.0	140.0	30.000000000000004
21600	140.0	140.0	30.000000000000004
25200	112.00000000000001	112.00000000000001	150.0
28800	84.0	84.0	300.0
32400	56.00000000000001	56.00000000000001	150.0
36000	56.00000000000001	56.00000000000001	150.0
39600	56.00000000000001	56.00000000000001	150.0
43200	84.0	84.0	300.0
46800	112.00000000000001	112.00000000000001	300.0
50400	84.0	84.0	150.0
54000	56.00000000000001	56.00000000000001	150.0
57600	56.00000000000001	56.00000000000001	150.0
61200	84.0	84.0	300.0
64800	112.00000000000001	112.00000000000001	300.0
68400	112.00000000000001	112.00000000000001	300.0
72000	112.00000000000001	112.00000000000001	300.0
75600	112.00000000000001	112.00000000000001	150.0
79200	140.0	140.0	150.0
82800	140.0	140.0	150.0
86400	140.0	140.0	30.000000000000004
90000	140.0	140.0	30.000000000000004
93600	140.0	140.0	30.000000000000004
97200	140.0	140.0	30.000000000000004
100800	140.0	140.0	30.000000000000004
104400	140.0	140.0	30.000000000000004
108000	140.0	140.0	30.000000000000004
111600	112.00000000000001	112.00000000000001	150.0
115200	84.0	84.0	300.0
118800	56.00000000000001	56.00000000000001	150.0
122400	56.00000000000001	56.00000000000001	150.0
126000	56.00000000000001	56.00000000000001	150.0
129600	84.0	84.0	300.0
133200	112.00000000000001	112.00000000000001	300.0
136800	84.0	84.0	150.0
140400	56.00000000000001	56.00000000000001	150.0
144000	56.00000000000001	56.00000000000001	150.0
147600	84.0	84.0	300.0
151200	112.00000000000001	112.00000000000001	300.0
154800	112.00000000000001	112.00000000000001	300.0
158400	112.00000000000001	112.00000000000001	300.0
162000	112.00000000000001	112.00000000000001	150.0
165600	140.0	140.0	150.0
169200	140.0	140.0	150.0
172800	140.0	140.0	30.000000000000004
176400	140.0	140.0	30.000000000000004
180000	140.0	140.0	30.000000000000004
183600	140.0	140.0	30.000000000000004
187200	140.0	140.0	30.000000000000004
190800	140.0	140.0	30.000000000000004
194400	140.0	140.0	30.000000000000004
198000	112.00000000000001	112.00000000000001	150.0
201600	84.0	84.0	300.0
205200	56.00000000000001	56.00000000000001	150.0
208800	56.00000000000001	56.00000000000001	150.0
212400	56.00000000000001	56.00000000000001	150.0
216000	84.0	84.0	300.0
